filename,rows,bytes,sha256
validation_sampling_epoch_0020.jsonl,1122,94191,a521187d9b1dd07da96dfd94a47f715910d517a39a959f1b3e98fab509edb6c9
validation_sampling_epoch_0021.jsonl,1122,94245,fe905e42b14d7f59ccd145aedf808c37c93bf901a02d08e33d52f4ccfff60ba4
validation_sampling_epoch_0022.jsonl,1122,94239,50c54f55fbb12c57073e704b5d5069ce9094fe3efe2d3098be607424bcb6199f
validation_sampling_epoch_0023.jsonl,1122,94221,783c1ca793702277fbcdacbca5d42a661756a61737c99c8f689fdc501c432f8d
validation_sampling_epoch_0024.jsonl,1122,94170,bec44df5bda91c5c8689afa9da3a6c3d2434263921079c2e62b62db8cc61b114
validation_sampling_epoch_0025.jsonl,1122,94131,daceb2a1234644658600962173874855d40ee8097d55fbcbd608d4c73e1ac24a
validation_sampling_epoch_0026.jsonl,1122,94200,100de03ebaf422bddfdbd67a0fdf5268a3042553301a9a623eaea24008e7a5c1
validation_sampling_epoch_0027.jsonl,1122,94233,e0da38812a25f5bfb7f6abf95b23debd444c9b47e7f227cb7dec9023cb8065bb
validation_sampling_epoch_0028.jsonl,1122,94209,41e1194fd330f9bb3e4a3ad4625b96dfef301d6cdb6bb01f0c635751c7d3b79e
validation_sampling_epoch_0029.jsonl,1122,94260,d9819f31569ef2f9b7b73d110995efe0d7e57adba903d4a50c9c924e3732b653
validation_sampling_epoch_0030.jsonl,1122,94248,fdac0efa017a6554de85f68ebfb865067a623bcc018f6428554b18a17e97729a
validation_sampling_epoch_0031.jsonl,1122,94182,5fa16738a32369a2ce3eca1bfcfd5d90cbf8c34a52180dee37680c961466a617
validation_sampling_epoch_0032.jsonl,1122,94257,449a6a6bf3168ca9d54b6812135c7daeec297255706ee40977cdaf6fde1a2be4
validation_sampling_epoch_0033.jsonl,1122,94215,19ce99598f2b04db2c5c22a11a61f5605cce139c538b24ed721009ca39edd280
validation_sampling_epoch_0034.jsonl,1122,94260,c912fca8f2cce30fb6de78504a9a86132b70a920ebfdd5b3159ce9a23e28e4f6
validation_sampling_epoch_0035.jsonl,1122,94191,86941cba31bc17d3ba35def6bfc1055bd2888a3b50fdf786e33ff345beb7b136
validation_sampling_epoch_0036.jsonl,1122,94197,5b8af5a06b21519424c5753c184ef3d09d30cc9bc7f6ea38a1efd49768d4949f
validation_sampling_epoch_0037.jsonl,1122,94233,52a2886c3619a05a812481626fa7fd314f5126dfc36fbce37f73f6445aae959f
validation_sampling_epoch_0038.jsonl,1122,94227,c450a7e1d357fb696adb50a7c2bcab05c18df31c87a90ec5b2b9bd3f986bd57e
validation_sampling_epoch_0039.jsonl,1122,94200,b9fa0d2eb9564aabae156d7f707f3306cd73b46def5e4b183cc8b3bd6def4885
validation_sampling_epoch_0040.jsonl,1122,94233,0b8e3f57fb64d2b6fda768fab8c909e39d77a7c04f02f1fb43ec1c5a04bb83a5
validation_sampling_epoch_0041.jsonl,1122,94194,f1b1f4f627219fa396e0ced6ca70ec8fff82cce8f3df1b1365c121ee37a4f7a0
validation_sampling_epoch_0042.jsonl,1122,94185,5bff3836d687e4465bdfaca4e2a80e073616f7acf8a4739c98c2bfb28b3f0647
validation_sampling_epoch_0043.jsonl,1122,94203,c287f44f0510112451d74d71c4d662225ca113b819f6e7d188f5e567965a807e
validation_sampling_epoch_0044.jsonl,1122,94128,a47da2457e4d09076dbdda41945cdd8dee27d558a40662a03f57fce936ccf804
validation_sampling_epoch_0045.jsonl,1122,94182,cde4373d05f869a45ac067cef346bd84f8df0f8676501847037d9a589c88e115
validation_sampling_epoch_0046.jsonl,1122,94179,100800d9696378c09ae833ca44b09d8cadba8cf613fb6e875c6721e1417ae5a4
validation_sampling_epoch_0047.jsonl,1122,94248,41e8bc9a23f2f9598eb9e5dd7a4e3b10e9dd2cf395a0f14d064a471a772aab94
validation_sampling_epoch_0048.jsonl,1122,94197,a79282750b08522e6b10fd06e44c4072ebeed210ba967e7cb812a48cea0e0727
validation_sampling_epoch_0049.jsonl,1122,94254,534d9ed9f559309b267a38b57a893eb110b0302a6c663ee1733db4459a339be1
validation_sampling_epoch_0050.jsonl,1122,94242,f5db3ead59b4a9fc7a28ea19b45deac09dd47cd7c1732f84b3e0e870c6bfdc2a
